Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2016 [YR2016]
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.37572197324998,2.24406681223554,1.83709459152502,1.09185423166194,1.45091543821485
Austria,AUT,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,42001.2111626726,44637.8564124514,46858.0432733717,47905.5431541607,48077.8783610298
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.395185512,2.304765879,1.813535031,0.896567005,0.891590693
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.0999992535406,26.4000008082431,4.85433932383958,1.0999998090951,-3.10000020204575
Azerbaijan,AZE,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1633.3944354131,2949.44281843844,5842.80578358576,6117.03086236702,5861.51196206606
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.805003038,9.679507327,5.667923129,4.171965726,4.179993538
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.14924301720671,3.39535559727943,1.53877740677106,1.04495952423387,-1.68954985564559
"Bahamas, The",BHS,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,31587.5910287405,31023.0472151871,27979.1149343739,27198.9076041403,26439.0536351685
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.606329417,1.591606181,1.344027384,1.870807743,-0.34637693
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.29999479407712,6.768939708829,4.33440708785902,2.86196782508222,3.21593363864166
Bahrain,BHR,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,22955.0934939164,22066.0711292424,20722.1038895508,22436.2075318381,22291.4042492524
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.704852953,2.586206897,1.961884683,1.835993697,2.798520013
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.2932947184604,6.53594494052352,5.57180227396866,6.55263331602802,7.11346522765494
Bangladesh,BGD,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,509.293434722413,598.617425921471,757.671757176894,971.641988030431,1029.57797933458
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.208256209,7.046618162,8.126676392,6.19428023,5.513525727
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.29999999999981,3.99999999999989,0.300000000000452,0.900000000000389,1.99999999999972
Barbados,BRB,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,15035.4473972214,15700.0726444958,15959.0297922874,15998.0488021541,16273.4065921271
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.435813035,6.082187295,5.824218533,-1.061216469,..
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.80000349817178,9.40000166844635,7.79369790497849,-3.82956936585582,-2.52645060629638
Belarus,BLR,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,2808.69399564789,4164.36201252728,6029.3967998293,6398.68973515141,6229.20674452567
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,168.6202359,10.33887946,7.735748043,13.53448976,11.83658077
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.63365201492995,2.09427270847185,2.74421327182894,1.42695680945808,1.41229201545339
Belgium,BEL,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,40170.4189271218,42994.3636536563,44380.1766327308,45052.3653466121,45457.8993419591
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.54463963,2.784303489,2.189218922,0.558102452,1.972249752
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.0387621268347,2.57874203064038,3.32444221967359,3.79499195517916,-0.486536511492986
Belize,BLZ,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,3838.89248817263,4342.12889141106,4344.15017661252,4482.4966466489,4367.49987563697
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.067439669,-1.104310444,0.917977379,-0.885281552,..
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.85999210110583,1.71157762807459,2.11019929660023,2.0958083832335,3.96485991037314
Benin,BEN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,694.243748862815,723.19995937719,757.695907409377,827.835457935714,837.199037667056
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.165404423,5.364520858,2.307356822,0.320398718,-0.93003312
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.31715557653585,1.67420714931701,-2.09411353414293,..,..
Bermuda,BMU,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,79988.3500115683,87616.3859691804,88207.3275597322,..,..
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.93302423977509,7.12255964997142,11.7308543603364,6.59744848588674,7.99070541132045
Bhutan,BTN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1201.10578545411,1534.82074531128,2178.92138307967,2628.18961406612,2801.27524003561
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.01099373,5.311513063,7.036383161,4.521708543,4.377452663
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.50780755336397,4.42143476697063,4.12672256468305,4.857187894912,4.26391940393987
Bolivia,BOL,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1616.53915607643,1720.09903188343,1981.16070450437,2392.98397316016,2457.62596155017
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.608229989,5.393231069,2.501767027,4.060963726,3.625239368
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.50000043583101,8.75823033528202,0.867983229916121,3.07674732008853,3.14407738358227
Bosnia and Herzegovina,BIH,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,3002.82084105655,3946.05667880525,4614.8290411405,5190.29377671129,5382.62414642085
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,2.188537852,-0.851300819,-1.251444391
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.98769585438754,4.55664565732843,8.56363174773267,-1.69793059199191,4.31550626955971
Botswana,BWA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,4954.77428993194,5512.81122938706,6346.15620387349,7308.76062059972,7485.04391177323
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.601485149,8.610225285,6.948876587,3.060357042,3.769304598
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.11248423957215,3.19646411192973,7.54179863570165,-3.54976724660112,-3.46816285562616
Brazil,BRA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,8779.29079876563,9495.48465039729,11224.1540829355,11351.5657481703,10868.6534435352
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.044702451,6.86734958,5.038316946,9.027601288,8.739478523
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..
British Virgin Islands,VGB,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.84942185782728,0.38750720823208,2.59896574643226,-0.566814608844453,-2.46551470989569
Brunei Darussalam,BRN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,35923.4018274107,36325.1207263069,35268.1011703581,32661.8570180811,31430.9626624001
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.558152476,1.244437119,0.356869132,-0.423925668,-0.732323022
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.94055377635733,7.12351107638302,1.32408780093829,3.61745961453299,3.94109784363204
Bulgaria,BGR,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,3955.27580157865,5561.16384273605,6843.26694975885,7612.02236422436,7967.70816911052
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.3162598,5.038843534,2.438990605,-0.104872333,-0.79852306
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.82024189276156,8.66186160516736,5.37337312603059,3.894548056942,5.92457756137202
Burkina Faso,BFA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,434.763330444212,511.967590461138,575.446452687734,645.369860580495,663.961762877322
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.304212168,6.415040184,-0.764230735,0.954993317,-0.247073221
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.856864059223554,0.900000002864005,3.78590254312172,-3.92114275053206,-0.570434450658766
Burundi,BDI,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,228.247568715153,219.186550201302,231.194325649216,226.528058204677,218.28352838019
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,24.31768096,13.52367836,6.401249024,5.554204168,5.538485174
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.2848688321225,6.91245798811823,1.46679009706938,1.00686372759751,3.81747042782273
Cabo Verde,CPV,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,2179.98480656933,2639.38263767138,3312.82598480901,3362.20996800003,3447.56007669879
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.477456685,0.418891613,2.078664709,0.132579722,-1.407665505
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.7119948019697,13.2500869136436,5.96307857538696,7.03608717929632,6.95309439613069
Cambodia,KHM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,431.30465849268,613.279009897521,785.692884137826,1024.87234257436,1079.1135407797
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.791992529,6.349255065,3.99623008,1.221270061,3.021957401
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.55337436416127,2.02066230714679,3.4225076411544,5.6514637436283,4.45045326629905
Cameroon,CMR,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1163.43141018675,1264.15439961956,1309.12220801948,1469.6377414656,1495.44336202907
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.22719013,2.013539502,1.275380462,2.685982772,0.8657672
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.18269028580526,3.20138213653979,3.08351421988722,1.00088249407992,1.41410274557691
Canada,CAN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,43638.2831548145,47181.5623940446,47447.4760241936,50303.8368476727,50407.3413301242
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.719439957,2.213552034,1.776871541,1.125241361,1.428759547
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..
Cayman Islands,CYM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.48943244028874,0.908210514871953,3.04663473280731,4.79988608115663,4.53128596327306
Central African Republic,CAF,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,411.938394336566,410.415055276018,446.443687795492,314.926685576165,325.720465732059
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.203400916,2.883520734,1.493233784,37.14221481,..
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.879681025444839,17.3325337350837,13.550100859549,2.7676756848447,-6.25552708545281
Chad,TCD,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,462.5285997774,835.195541663453,896.569734113861,962.655922565098,874.767072140967
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.822600881,7.890365675,-2.077865746,3.669900434,..
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.82664146877514,1.37773415696212,..,..,..
Channel Islands,CHI,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.32693841912362,5.74283048945117,5.84417729578996,2.30525713839252,1.26586760300135
Chile,CHL,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,9469.11046762055,11249.8679032326,12860.1776447469,14893.8806507667,14958.5622484938
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.843273473,3.052573943,1.409964751,4.348867283,3.786661771
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.49150849150834,11.3957759412304,10.6361404632298,6.90020481672437,6.69999999999993
China,CHN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1771.74150579539,2738.2054599526,4560.51258600929,6496.62401255517,6894.46452231334
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.256518286,1.813995156,3.325774987,1.437024514,2
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.41999299958138,4.70655593383118,3.97180070473753,3.05201657329961,2.04305973323898
Colombia,COL,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,4764.16774696836,5312.08235162603,6250.65504429614,7446.18240080804,7531.98257835885
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.221133432,5.048116153,2.278220158,5.005030657,7.517452808
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.8480749512697,2.8374077642229,2.19999998173273,1.01511845919811,2.20000002289547
Comoros,COM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,806.429473279958,801.333459920949,769.174288260466,769.477377970679,768.438960248231
Comoros,COM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,3.013323951,3.354757703,-8.11516927,..
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.91092731652098,6.13515115548975,7.10797657621967,6.91618781038352,2.39937909800997
"Congo, Dem. Rep.",COD,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,290.167693511079,300.75144530455,334.23173941161,411.279136004484,407.563714233201
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,513.9068437,21.31681672,7.1,..,..
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.57598039215684,7.75575897797003,8.75160145933471,2.64648587686472,-2.80001878768313
"Congo, Rep.",COG,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,2364.6129178485,2503.31205460566,2737.34233022991,2925.5277484266,2771.39734452277
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.881991517,3.094490115,0.425560659,4.514036066,..
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.73453301020578,3.8708730663126,4.95186384401947,3.63169098917145,4.15636150701233
Costa Rica,CRI,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,6230.47948913607,6954.0392055861,8199.41462068027,9296.00210687584,9583.86088930956
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.99252429,13.79797528,5.660230651,0.79668498,-0.004186378
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.06840005678232,1.72124736731733,2.01763859205302,8.84286544168236,8.34211309645272
Cote d'Ivoire,CIV,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1336.4296095336,1216.20847120489,1219.74909551521,1469.7301783458,1552.86101319083
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.530775167,3.885830399,1.226456121,1.237443262,0.726187589
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.75652268710564,4.16370179629678,-1.42044132368349,2.34734962654298,3.16541782424224
Croatia,HRV,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,10569.0269695344,13119.7821603407,13542.9018302826,14088.075100021,14635.880009797
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.611315547,3.317178244,1.030555053,-0.464499005,-1.1
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.91476001879718,11.201656556128,2.39035229650723,4.4383335888395,..
Cuba,CUB,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,3473.24349386215,4385.00248434951,5676.14140269906,6444.98011316934,..
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..
Curacao,CUW,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,..,..,..
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.7244017376602,3.72431772568329,1.31777780421926,1.979063590438,3.39678770236453
Cyprus,CYP,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,27317.8036921889,30565.7818003826,30818.4639574235,27738.503250141,28448.8223566393
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.141657647,2.558451986,2.381258363,-2.096997691,-1.429166667
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.26674135714225,6.53346880592036,2.27342005165725,5.30923851909814,2.593326020384
Czech Republic,CZE,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,14806.5834697881,18011.386698787,19808.0710912518,21381.703080832,21894.1126524738
Czech Republic,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.902835019,1.846170702,1.408717924,0.344782438,0.639352818
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.74690021235362,2.33666449082062,1.87099263866214,1.60660899433877,1.96407712946747
Denmark,DNK,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,55850.6364296358,58792.6713818243,58041.4112245601,59967.742823222,60670.2372143145
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.924779141,1.808805419,2.297730121,0.452034154,0.25
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,9.68379811648174,8.72226006105292
Djibouti,DJI,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,..,..,1325.99072352076,..,..
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,3.104966401,3.950078759,-0.847389734,2.738412087
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.375310954197673,-0.0882423765572611,0.67254275850172,-2.54373467893738,2.63845055605651
Dominica,DMA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,5541.34678414006,5994.70186791627,6912.43571398947,6738.66124472604,6880.62579537622
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.856946805,1.681900799,3.20744344,-0.786338877,0.231336293
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.6617622800146,9.4282369467968,8.33965105962218,7.03337106918114,6.61220822292972
Dominican Republic,DOM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,4017.43116900421,4414.81208536401,5453.92686069139,6562.76709405155,6917.60494356192
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.724135662,4.190202605,6.329932201,0.836746347,1.614166072
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.88257071634133,5.04994484762629,7.06536606176546,4.16457268009476,4.10556347751199
East Asia & Pacific,EAS,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,5350.87274263575,6295.72767999954,7676.51919632752,9233.88193364678,9547.66936367085
East Asia & Pacific,EAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.5750608255,2.960865088,3.247588424,1.276227705,1.638072033
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.5061415805703,9.71775227474548,9.77805182760554,6.49287359430761,6.33261349692845
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1821.96748525578,2610.67446973243,4008.9104583938,5495.10920266258,5800.72556103117
East Asia & Pacific (excluding high income),EAP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.0271403665,6.349255065,3.789836348,1.370823273,2.063829787
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.09180156435758,5.29130826699402,3.52529866894027,0.0988726083462836,-1.57637918304918
Ecuador,ECU,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,3678.90231648583,4286.51524651782,4657.3023611471,5352.87645717309,5191.09956048467
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,96.09411369,2.407769783,3.556123806,3.970219159,1.724430236
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.36799767240983,4.47896016350869,5.14510637007493,4.37201907790143,4.34664345555436
